,,,"Weather Station 1","Weather Station 1","Weather Station 1","Weather Station 1","Weather Station 1","Weather Station 1","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 2","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 4","Weather Station 6","Weather Station 6","Weather Station 6","Weather Station 6","Weather Station 6","Weather Station 6","Weather Station 6"
1989/07/13,1989,194,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/07/14,1989,195,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/07/15,1989,196,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/07/16,1989,197,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/07/17,1989,198,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/07/18,1989,199,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/07/19,1989,200,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/07/20,1989,201,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/07/21,1989,202,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/07/22,1989,203,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/07/23,1989,204,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/07/24,1989,205,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/07/25,1989,206,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/07/26,1989,207,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/07/27,1989,208,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/07/28,1989,209,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/07/29,1989,210,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/07/30,1989,211,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/07/31,1989,212,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/01,1989,213,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/02,1989,214,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/03,1989,215,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/04,1989,216,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/05,1989,217,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/06,1989,218,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/07,1989,219,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/08,1989,220,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/09,1989,221,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/10,1989,222,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/11,1989,223,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/12,1989,224,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/13,1989,225,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/14,1989,226,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/15,1989,227,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/16,1989,228,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/17,1989,229,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/18,1989,230,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/19,1989,231,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/20,1989,232,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/21,1989,233,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/22,1989,234,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/23,1989,235,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/24,1989,236,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/25,1989,237,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/26,1989,238,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/27,1989,239,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/28,1989,240,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/29,1989,241,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/30,1989,242,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/08/31,1989,243,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/01,1989,244,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/02,1989,245,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/03,1989,246,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/04,1989,247,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/05,1989,248,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/06,1989,249,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/07,1989,250,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/08,1989,251,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/09,1989,252,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/10,1989,253,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/11,1989,254,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/12,1989,255,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/13,1989,256,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/14,1989,257,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/15,1989,258,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/16,1989,259,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/17,1989,260,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/18,1989,261,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/19,1989,262,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/20,1989,263,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/21,1989,264,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/22,1989,265,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/23,1989,266,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/24,1989,267,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/25,1989,268,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/26,1989,269,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/27,1989,270,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/28,1989,271,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/29,1989,272,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/09/30,1989,273,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/01,1989,274,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/02,1989,275,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/03,1989,276,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/04,1989,277,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/05,1989,278,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/06,1989,279,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/07,1989,280,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/08,1989,281,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/09,1989,282,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/10,1989,283,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/11,1989,284,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/12,1989,285,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/13,1989,286,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/14,1989,287,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/15,1989,288,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/16,1989,289,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/17,1989,290,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/18,1989,291,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/19,1989,292,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/20,1989,293,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/21,1989,294,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/22,1989,295,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/23,1989,296,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/24,1989,297,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/25,1989,298,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/26,1989,299,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/27,1989,300,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/28,1989,301,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/29,1989,302,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/30,1989,303,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/10/31,1989,304,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/01,1989,305,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/02,1989,306,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/03,1989,307,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/04,1989,308,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/05,1989,309,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/06,1989,310,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/07,1989,311,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/08,1989,312,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/09,1989,313,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/10,1989,314,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/11,1989,315,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/12,1989,316,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/13,1989,317,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/14,1989,318,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/15,1989,319,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/16,1989,320,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/17,1989,321,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/18,1989,322,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/19,1989,323,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/20,1989,324,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/21,1989,325,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/22,1989,326,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/23,1989,327,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/24,1989,328,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/25,1989,329,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/26,1989,330,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/27,1989,331,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/28,1989,332,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/29,1989,333,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/11/30,1989,334,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/01,1989,335,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/02,1989,336,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/03,1989,337,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/04,1989,338,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/05,1989,339,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/06,1989,340,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/07,1989,341,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/08,1989,342,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/09,1989,343,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/10,1989,344,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/11,1989,345,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/12,1989,346,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/13,1989,347,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/14,1989,348,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/15,1989,349,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/16,1989,350,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/17,1989,351,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/18,1989,352,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/19,1989,353,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/20,1989,354,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/21,1989,355,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/22,1989,356,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/23,1989,357,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/24,1989,358,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/25,1989,359,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/26,1989,360,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/27,1989,361,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/28,1989,362,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/29,1989,363,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/30,1989,364,,,,,,,,,,,,,,,,,,,,,,,,,,,
1989/12/31,1989,365,,,,,,,2.63,-11.1,,,7.038,,1.5,1.21,-10,0.261,,9.444,,,,,,,,,
1990/01/01,1990,1,,,,,,,5.491,-7.27,,,5.826,,2.32,7.4,-8.31,0.144,,6.24,,1.44,5.65,-2.62,0.3,,10.536,,0.14
1990/01/02,1990,2,,,,,,,9.89,-0.937,,,2.9898,,2.54,3.054,-16.1,0.131,,3.933,,2.182,5.61,-6.36,0.28,,4.086,,2.86
1990/01/03,1990,3,,,,,,,5.025,-10.3,,,2.4438,,3.718,-5.37,-20.5,0.058,,8.706,,1.045,-3.7,-15.3,0.21,,5.178,,0.76
1990/01/04,1990,4,,,,,,,-3.24,-13.9,,,5.76,,2.931,-1.09,-19,0.09,,12.978,,0.904,-1.81,-14.5,0.18,,10.662,,0.63
1990/01/05,1990,5,,,,,,,-0.093,-12.8,,,6.564,,1.546,,,,,,,,3.4,-9.87,0.28,,10.458,,0.8
1990/01/06,1990,6,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/01/07,1990,7,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/01/08,1990,8,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/01/09,1990,9,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/01/10,1990,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/01/11,1990,11,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/01/12,1990,12,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/01/13,1990,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/01/14,1990,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/01/15,1990,15,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/01/16,1990,16,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/01/17,1990,17,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/01/18,1990,18,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/01/19,1990,19,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/01/20,1990,20,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/01/21,1990,21,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/01/22,1990,22,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/01/23,1990,23,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/01/24,1990,24,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/01/25,1990,25,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/01/26,1990,26,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/01/27,1990,27,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/01/28,1990,28,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/01/29,1990,29,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/01/30,1990,30,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/01/31,1990,31,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/01,1990,32,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/02,1990,33,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/03,1990,34,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/04,1990,35,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/05,1990,36,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/06,1990,37,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/07,1990,38,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/08,1990,39,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/09,1990,40,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/10,1990,41,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/11,1990,42,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/12,1990,43,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/13,1990,44,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/14,1990,45,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/15,1990,46,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/16,1990,47,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/17,1990,48,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/18,1990,49,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/19,1990,50,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/20,1990,51,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/21,1990,52,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/22,1990,53,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/23,1990,54,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/24,1990,55,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/25,1990,56,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/26,1990,57,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/27,1990,58,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/02/28,1990,59,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/01,1990,60,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/02,1990,61,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/03,1990,62,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/04,1990,63,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/05,1990,64,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/06,1990,65,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/07,1990,66,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/08,1990,67,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/09,1990,68,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/10,1990,69,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/11,1990,70,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/12,1990,71,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/13,1990,72,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/14,1990,73,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/15,1990,74,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/16,1990,75,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/17,1990,76,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/18,1990,77,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/19,1990,78,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/20,1990,79,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/21,1990,80,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/22,1990,81,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/23,1990,82,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/24,1990,83,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/25,1990,84,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/26,1990,85,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/27,1990,86,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/28,1990,87,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/29,1990,88,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/30,1990,89,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/03/31,1990,90,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/01,1990,91,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/02,1990,92,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/03,1990,93,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/04,1990,94,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/05,1990,95,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/06,1990,96,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/07,1990,97,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/08,1990,98,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/09,1990,99,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/10,1990,100,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/11,1990,101,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/12,1990,102,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/13,1990,103,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/14,1990,104,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/15,1990,105,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/16,1990,106,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/17,1990,107,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/18,1990,108,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/19,1990,109,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/20,1990,110,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/21,1990,111,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/22,1990,112,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/23,1990,113,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/24,1990,114,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/25,1990,115,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/26,1990,116,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/27,1990,117,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/28,1990,118,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/29,1990,119,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/04/30,1990,120,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/01,1990,121,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/02,1990,122,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/03,1990,123,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/04,1990,124,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/05,1990,125,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/06,1990,126,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/07,1990,127,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/08,1990,128,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/09,1990,129,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/10,1990,130,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/11,1990,131,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/12,1990,132,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/13,1990,133,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/14,1990,134,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/15,1990,135,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/16,1990,136,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/17,1990,137,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/18,1990,138,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/19,1990,139,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/20,1990,140,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/21,1990,141,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/22,1990,142,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/23,1990,143,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/24,1990,144,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/25,1990,145,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/26,1990,146,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/27,1990,147,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/28,1990,148,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/29,1990,149,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/30,1990,150,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/05/31,1990,151,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/06/01,1990,152,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/06/02,1990,153,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/06/03,1990,154,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/06/04,1990,155,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/06/05,1990,156,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/06/06,1990,157,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/06/07,1990,158,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/06/08,1990,159,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/06/09,1990,160,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/06/10,1990,161,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/06/11,1990,162,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/06/12,1990,163,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/06/13,1990,164,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/06/14,1990,165,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/06/15,1990,166,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/06/16,1990,167,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/06/17,1990,168,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/06/18,1990,169,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/06/19,1990,170,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/06/20,1990,171,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/06/21,1990,172,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/06/22,1990,173,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/06/23,1990,174,,,,,,,,,,,,,,,,,,,,,,,,,,,
1990/06/24,1990,175,,,,,,,,,,,,,,,,,,,,,,,,,,,
